MASTER_CELL_ID	Drug1_pub	Drug2_pub	Bliss_matrix	HSA_matrix
1768	54761306	23725625	0.004205972	0.043376547
1768	24856436	23725625	-0.057180775	-0.019874398
1768	24856436	54761306	0.01314674	0.044016967
1768	16007391	23725625	-0.012498867	0.031816573
1768	16007391	54761306	0.032221869	0.069781287
1768	16007391	24856436	0.010724218	0.034232056
1768	118502708	24856436	-0.076270046	-0.047455096
1768	135151360	23725625	-0.025617699	-0.003294698
1768	118502708	54761306	-0.054683069	-0.025621643
1768	118502708	16007391	0.025605561	0.050216502
1768	135151360	24856436	-0.05948328	-0.024536519
1768	135151360	118502708	-0.00442897	0.014376381
1768	135151360	54761306	0.025312869	0.047870732
1768	135151360	16007391	-0.080340702	-0.04589426
1768	46700756	23725625	-0.049268663	-0.003823558
1768	46700756	54761306	0.003487818	0.042407597
1768	46700756	24856436	0.082324827	0.119259664
1768	46700756	118502708	0.005328563	0.029879366
1768	46700756	135151360	0.022476725	0.048257297
1768	46700756	104842	-0.035892503	0.012678376
1768	104842	23725625	0.07419806	0.112925988
1768	31703	135151360	0.071475359	0.086684541
1768	90132565	23725625	-0.035131179	-0.025166357
1768	104842	118502708	0.016310505	0.031050727
1768	3082962	23725625	-0.012251634	0.023852327
1768	131634760	24856436	-0.06322108	-0.027603187
1768	131634760	118502708	-0.005086185	0.006869658
1768	131634760	54761306	-0.005698107	0.02399954
1768	131634760	16007391	0.016219234	0.03840847
1768	131634760	135151360	0.067061999	0.083053296
1768	131634760	25227436	0.04166395	0.052581749
1768	131634760	52913813	-0.001096498	0.013462754
1768	131634760	10127622	-0.017228754	-0.011445178
1768	131634760	49846579	0.00713089	0.013138034
1768	86661883	54761306	0.029151416	0.073680544
1768	86661883	24856436	0.079847838	0.112022122
1768	86661883	118502708	0.00409492	0.021427473
1768	86661883	25227436	0.072054421	0.09811838
1768	86661883	16007391	0.050985192	0.104060588
1768	86661883	135151360	-0.005730166	0.018324726
1768	86661883	10127622	-0.002884381	0.009354726
1768	86661883	52913813	0.021654191	0.054362536
1768	49846579	54761306	0.028720663	0.051344503
1768	49846579	24856436	-0.034872778	-0.006577036
1768	49846579	16007391	0.050128701	0.06957843
1768	49846579	118502708	0.004332313	0.019271179
1768	49846579	135151360	-0.040508697	-0.026095396
1768	49846579	25227436	0.00548804	0.020219416
1768	49846579	52913813	0.013840162	0.023826608
1768	11707110	51001932	-0.048616932	-0.021858492
1768	49846579	24771867	0.102642513	0.113150516
1768	49846579	10127622	0.000700946	0.00643887
1768	46700756	104842	-0.008270824	0.042534746
1768	25227436	16007391	-0.109098029898003	-0.0601024328140922
1768	25227436	54761306	0.008719548233278	0.0620809314300341
1768	25227436	126689157	0.0085238509015085	0.0213447680584153
1768	25227436	118693659	0.0779620287011452	0.136930793067036
1768	25227436	5330286	-0.0151228609586796	0.0234296067631413
1768	25227436	10127622	0.0468630027666922	0.0611828463931907
1768	5330286	131634760	0.0087377816584299	0.0317687539946308
1768	5330286	49846579	0.021732406105064	0.0321441815625077
1768	208908	11626560	-0.0209258810171436	0.0350462594305004
1768	3062316	11707110	-0.0039728140613806	0.0057489758157893
1768	5330286	10127622	-0.0109348002600594	0.0037437761231068
1768	208908	24964624	0.0121636319553153	0.0708131392251907
1768	25227436	16007391	0.001028354323533	0.0417770522530662
1768	25227436	54761306	0.0571523483360297	0.100380690362669
1768	25227436	126689157	-0.0195054473574107	-0.0068451997093197
1768	25227436	118693659	0.0690764053179504	0.124740246083565
1768	25227436	5330286	-0.0735062094434539	-0.0335174375432556
1768	25227436	10127622	-0.0041545725297664	0.0136433392689925
1768	5330286	131634760	0.0032546973006298	0.0202905505996994
1768	5330286	49846579	-0.0258125934546749	-0.0080292356145993
1768	208908	11626560	-0.0990665589878386	-0.041554062503883
1768	3062316	11707110	-0.0105501452482456	-0.000386962157698822
1768	5330286	10127622	-0.0389998745769316	-0.0267965943408766
1768	208908	24964624	0.0336859310007688	0.0883455770652521
1768	118693659	24856436	-0.0192121620814619	0.0355765696262399
1768	118693659	131634760	0.0799881201597734	0.128183024152687
1768	118693659	54761306	-0.0232950861181973	0.0347960721735965
1768	118693659	16007391	-0.020137903709061	0.054006669576704
1768	118693659	49846579	-0.094466080362135	-0.081157818765274
1768	118693659	10127622	-0.0777935996652738	-0.0615471416227168
