MASTER_CELL_ID	Drug1_pub	Drug2_pub	Bliss_matrix	HSA_matrix
2066	54761306	23725625	0.02877708	0.044714961
2066	24856436	23725625	-0.070699115	-0.03296173
2066	24856436	54761306	0.001974287	0.046224384
2066	16007391	23725625	-0.074071107	-0.037741812
2066	16007391	54761306	-0.135823992	-0.094854705
2066	16007391	24856436	-0.032947329	-0.013100513
2066	118502708	24856436	-0.070158569	-0.05613201
2066	135151360	23725625	-0.051612002	-0.040589697
2066	118502708	54761306	-0.036173147	-0.025307095
2066	118502708	16007391	-0.035219832	-0.023902902
2066	135151360	24856436	-0.033851879	0.011544349
2066	135151360	118502708	-0.026705632	-0.009741243
2066	135151360	54761306	0.03863122	0.052607375
2066	135151360	16007391	0.05499741	0.083232867
2066	46700756	23725625	-0.039361754	-0.024469498
2066	46700756	54761306	0.053615488	0.080259797
2066	46700756	24856436	0.018061578	0.082234444
2066	46700756	118502708	-0.044814923	-0.03228885
2066	46700756	135151360	-0.020567119	0.013344744
2066	46700756	104842	-0.053524299	0.00721368
2066	104842	23725625	0.076088216	0.10404899
2066	31703	135151360	0.034287486	0.049101904
2066	90132565	23725625	-0.033401908	-0.024669657
2066	104842	118502708	-0.126590648	-0.112371055
2066	3082962	23725625	-0.000976394	0.008339908
2066	54761306	23725625	-0.005808454	0.010064927
2066	24856436	23725625	-0.084345623	-0.05381411
2066	24856436	54761306	-0.03184617	0.008154293
2066	16007391	23725625	-0.024958577	-0.001319453
2066	16007391	54761306	-0.079338704	-0.05062301
2066	16007391	24856436	-0.052279975	-0.035494874
2066	118502708	24856436	-0.025707506	-0.012061639
2066	135151360	23725625	-0.046863786	-0.037177638
2066	118502708	54761306	-0.028412653	-0.018785937
2066	118502708	16007391	-0.052909169	-0.041607425
2066	135151360	24856436	-0.094450903	-0.054388624
2066	135151360	118502708	-0.034448118	-0.021134619
2066	135151360	54761306	-0.014471477	0.003679183
2066	135151360	16007391	-0.000475622	0.020938316
2066	46700756	23725625	-0.040752884	-0.014001281
2066	46700756	54761306	0.014159411	0.040803733
2066	46700756	24856436	-0.000161768	0.058598681
2066	46700756	118502708	-0.003938569	0.009110253
2066	46700756	135151360	-0.009444897	0.005994273
2066	46700756	104842	-0.026435189	0.036955128
2066	104842	23725625	0.092401445	0.10979683
2066	31703	135151360	0.060911595	0.072813084
2066	90132565	23725625	-0.0057289	0.005279716
2066	104842	118502708	-0.108867427	-0.097711933
2066	3082962	23725625	0.013155877	0.022218248
2066	131634760	24856436	-0.03469542	0.002697501
2066	131634760	118502708	0.000655577	0.011170464
2066	131634760	54761306	0.036189176	0.052155195
2066	131634760	16007391	0.050061901	0.075195689
2066	131634760	135151360	-0.029091704	-0.018370197
2066	131634760	25227436	0.00139596	0.008261714
2066	131634760	52913813	-0.031447864	-0.018762271
2066	131634760	10127622	-0.019417625	-0.011138096
2066	131634760	49846579	0.013328538	0.03359186
2066	86661883	54761306	-0.080179542	-0.043015162
2066	86661883	24856436	0.015362713	0.068559939
2066	86661883	118502708	-0.022905816	-0.011660259
2066	86661883	25227436	-0.051513009	-0.041149682
2066	86661883	16007391	0.077642434	0.104955447
2066	86661883	135151360	0.029129536	0.041192984
2066	86661883	10127622	0.005963742	0.025037113
2066	86661883	52913813	-0.009521769	0.001166334
2066	49846579	54761306	-0.045639038	-0.020821857
2066	49846579	24856436	0.037914695	0.078688608
2066	49846579	16007391	0.096040076	0.138257263
2066	49846579	118502708	0.039565342	0.058162543
2066	49846579	135151360	-0.012821749	0.014860453
2066	49846579	25227436	-0.020671407	-0.005473692
2066	49846579	52913813	0.055687657	0.063620213
2066	11707110	51001932	-0.013675225	-0.006761735
2066	49846579	24771867	0.146389231	0.186498459
2066	49846579	10127622	-0.029416143	-0.010978594
2066	46700756	104842	0.002744563	0.059976336
2066	131634760	24856436	-0.049602495	-0.015006204
2066	131634760	118502708	-0.04784585	-0.0331259
2066	131634760	54761306	0.00659251	0.023238488
2066	131634760	16007391	0.084311803	0.103295465
2066	131634760	135151360	0.003172313	0.018769741
2066	131634760	25227436	-0.012688993	-0.005481571
2066	131634760	52913813	-0.056310755	-0.045124362
2066	131634760	10127622	-0.037083205	-0.028803819
2066	131634760	49846579	0.048140105	0.063250883
2066	86661883	54761306	-0.042365525	-0.006687373
2066	86661883	24856436	0.013632907	0.065771635
2066	86661883	118502708	-0.009984978	0.000338205
2066	86661883	25227436	-0.014027068	-0.003514685
2066	86661883	16007391	0.077367109	0.111802185
2066	86661883	135151360	0.001089518	0.01523255
2066	86661883	10127622	-0.018050713	-0.003854745
2066	86661883	52913813	-0.011920967	-0.001056702
2066	49846579	54761306	0.023487259	0.0521622
2066	49846579	24856436	0.003532132	0.044421283
2066	49846579	16007391	0.023124537	0.067491349
2066	49846579	118502708	-0.036828935	-0.023221317
2066	49846579	135151360	0.010185022	0.030128747
2066	49846579	25227436	-0.072823576	-0.052498164
2066	49846579	52913813	0.018437323	0.027791484
2066	11707110	51001932	-0.026838905	-0.019875208
2066	49846579	24771867	0.152669077	0.192287665
2066	49846579	10127622	-0.041968885	-0.031058531
2066	46700756	104842	0.008984339	0.067775043
2066	25227436	16007391	0.0615557821462427	0.0687285462907934
2066	25227436	54761306	-0.008313140174054	-0.002258677182702
2066	25227436	126689157	-0.0203876161093264	-0.0163088997046778
2066	25227436	118693659	-0.0573901450222157	-0.0498830491163169
2066	25227436	5330286	-0.0256269888081218	-0.0203820068234284
2066	25227436	10127622	-0.0164834524844164	-0.0124101499162574
2066	5330286	131634760	0.0197675196768168	0.0256573249483613
2066	5330286	49846579	0.0462155547423975	0.0540985433529668
2066	208908	11626560	-0.014702092749629	0.0027004038759111
2066	3062316	11707110	-0.0243094898382229	-0.0200362280020325
2066	5330286	10127622	0.0109460571927439	0.0151550716957697
2066	208908	24964624	0.0118902899792066	0.0164085776894057
2066	118693659	24856436	-0.0473674093044569	0.0015853408743397
2066	118693659	131634760	-0.0069237614590048	0.000637685365974855
2066	118693659	54761306	0.0100491269838336	0.0188909975400106
2066	118693659	16007391	0.0202912357133536	0.0436865257488717
2066	118693659	49846579	0.03905357726238	0.066331954580375
2066	118693659	10127622	0.0168908328649015	0.0243053585662227
2066	68289010	131634760	-0.0212831864632206	-0.0141259270165597
2066	68289010	49846579	-0.0255903972035131	-0.0165237792257715
2066	10127622	54761306	-0.0259284129783973	-0.0216474288396859
2066	10127622	16007391	0.0061742572639567	0.0130015683640449
2066	123631	126689157	-0.0251247968697799	-0.0209036821044848
2066	10127622	24856436	0.0237846773345323	0.0296508099651205
2066	10127622	126689157	-0.0259452431362556	-0.0216073625126328
2066	54761306	60749	0.0146495697136685	0.0469437597529822
2066	24856436	60749	-0.030420513189961	0.027501878177362
2066	72165232	60749	0.0091231123196347	0.0350249770445222
2066	52913813	25227436	-0.0298806805818519	-0.0242644288154743
2066	52913813	5330286	-0.0250397330593022	-0.0173825994501013
2066	131634760	60749	-0.0132686662676902	0.0024460705920315
2066	86661883	36314	0.0241858332317738	0.0876180018337308
2066	131634760	36314	-0.0361416177935215	-0.0274110404991801
2066	23725625	86661883	0.0154301972768601	0.0248733752714715
2066	23725625	118693659	-0.0193999376033119	-0.000277745299232281
2066	23725625	131634760	-0.0263014562849157	-0.020566739221964
2066	23725625	49846579	0.0408409662163172	0.0513701511791306
2066	54761306	10339178	0.001285856641079	0.0088252429692444
2066	131634760	208908	-0.006764440945279	0.0037158868092973
2066	135151360	36462	0.101238218863634	0.117608525397543
2066	86661883	208908	0.0053980813539127	0.0199655873966232
2066	24856436	104842	-0.0526210449915639	0.005719839598534
2066	72165232	3385	0.0168774132481581	0.0249290290868016
2066	72165232	24856436	-0.0014578878630547	0.0196336843265509
2066	51001932	24866313	-0.0066185758019421	-8.8853177662689e-05
2066	208908	10127622	-0.0160513719610397	-0.0092248669712599
2066	11626560	10127622	-0.0615244501328462	-0.0520413275671911
2066	86661883	60749	0.03878155358277	0.0998037366955468
2066	72165232	104842	-0.0304589145142736	-0.0167245243598891
2066	11626560	3062316	-0.0488980737577758	-0.0397690482283344
2066	49846579	208908	-0.0061216154173567	0.000947228550402524
