MASTER_CELL_ID	Drug1_pub	Drug2_pub	Bliss_matrix	HSA_matrix
1239	54761306	23725625	-0.041030596	-0.030128682
1239	24856436	23725625	-0.026698669	-0.010630052
1239	24856436	54761306	0.026253073	0.100767953
1239	16007391	23725625	0.006217864	0.016031796
1239	16007391	54761306	-0.014819071	0.026115616
1239	16007391	24856436	-0.045279282	0.007888078
1239	118502708	24856436	-0.050976614	-0.005671673
1239	135151360	23725625	-0.030701553	-0.021607069
1239	118502708	54761306	-0.034137567	0.001365205
1239	118502708	16007391	0.005858797	0.03086538
1239	135151360	24856436	-0.028341349	0.027988059
1239	135151360	118502708	-0.03297973	0.000511119
1239	135151360	54761306	0.008929665	0.040954845
1239	135151360	16007391	-0.039207464	0.003281626
1239	46700756	23725625	-0.053688571	-0.043941987
1239	46700756	54761306	0.004676551	0.060410915
1239	46700756	24856436	0.066009903	0.136182272
1239	46700756	118502708	-0.029548815	0.000318634
1239	46700756	135151360	-0.019223325	0.013150644
1239	46700756	104842	-0.043806704	0.009760466
1239	104842	23725625	0.027076213	0.038115708
1239	31703	135151360	0.045101808	0.074825556
1239	90132565	23725625	-0.045123843	-0.038293568
1239	104842	118502708	0.011656351	0.040486483
1239	3082962	23725625	-0.035170051	-0.028465098
1239	131634760	24856436	-0.021448995	0.034233859
1239	131634760	118502708	-0.027153058	0.000562712
1239	131634760	54761306	-0.010766217	0.029858972
1239	131634760	16007391	0.013909575	0.048774189
1239	131634760	135151360	0.016769555	0.047345671
1239	131634760	25227436	0.01566389	0.036247009
1239	131634760	52913813	-0.001167272	0.030556237
1239	131634760	10127622	-0.008716108	0.002606709
1239	131634760	49846579	0.004937115	0.013385188
1239	86661883	54761306	0.005320237	0.016693844
1239	86661883	24856436	0.057173445	0.06614905
1239	86661883	118502708	-0.01269918	-0.003926094
1239	86661883	25227436	0.025083952	0.034647761
1239	86661883	16007391	0.038352535	0.045872252
1239	86661883	135151360	-0.009561226	0.001807538
1239	86661883	10127622	0.010274702	0.025454727
1239	86661883	52913813	0.039835613	0.057596676
1239	49846579	54761306	-0.021567645	-0.000899807
1239	49846579	24856436	0.008994216	0.022230574
1239	49846579	16007391	0.041176901	0.05251399
1239	49846579	118502708	0.012963272	0.029025476
1239	49846579	135151360	0.039564726	0.048338499
1239	49846579	25227436	0.019219306	0.027971928
1239	49846579	52913813	0.00374776	0.012512287
1239	11707110	51001932	0.065238824	0.078138556
1239	49846579	24771867	0.063631993	0.076174399
1239	49846579	10127622	0.006116431	0.010498319
1239	46700756	104842	-0.030960369	0.012474452
1239	25227436	16007391	-0.0236585926197057	0.0168119754799541
1239	25227436	54761306	-0.0291567850578812	0.0268936709292269
1239	25227436	126689157	-0.0132203996379945	0.0073106947822035
1239	25227436	118693659	0.0356667397600285	0.0747479794511989
1239	25227436	5330286	0.0189304231502379	0.0588749796657263
1239	25227436	10127622	0.0358402215297191	0.050059727421425
1239	5330286	131634760	-0.0636223104861099	-0.0142648818224431
1239	5330286	49846579	0.000368235962112354	0.0112279131677116
1239	208908	11626560	-0.0732572745153523	-0.0381090301246438
1239	3062316	11707110	-0.0483195075303527	-0.0280581914772775
1239	5330286	10127622	0.0303338672723118	0.0412154796346376
1239	208908	24964624	-0.0135550577973153	0.0187267556566072
1239	118693659	24856436	0.0051912693096354	0.0765775793749303
1239	118693659	131634760	-0.0185608222311207	0.0354928785104918
1239	118693659	54761306	0.0200333464619204	0.0749189272911853
1239	118693659	16007391	-0.0379870968509059	0.0045610178967259
1239	118693659	49846579	-0.040350089713735	-0.0272514231119935
1239	118693659	10127622	-0.0064505140828046	0.0048712671428319
1239	68289010	131634760	-0.006331103241611	0.0106791329201302
1239	68289010	49846579	-0.0149695763332959	-0.0080674013964725
1239	10127622	54761306	-0.031809678907222	-0.021355490862983
1239	10127622	16007391	-0.0166868450976677	0.0030663044709473
1239	123631	126689157	0.0011999703445646	0.012128922408588
1239	10127622	24856436	-0.0612374480082047	-0.0506080432713015
1239	10127622	126689157	-0.0158259659587348	-0.0080233170921683
1239	54761306	60749	-0.0059764166527797	0.036677666567589
1239	24856436	60749	0.0363713510465727	0.0922840982606956
1239	72165232	60749	-0.0120162006839704	0.0304626375571365
1239	52913813	25227436	0.0502791653901884	0.0765470221626931
1239	52913813	5330286	0.0093223501759222	0.0409405175492586
1239	131634760	60749	-0.0604151002774481	-0.0224153571682978
1239	86661883	36314	-0.0222709410189312	-0.0115616076486536
1239	131634760	36314	-0.0135829976500272	0.0133472139520007
1239	23725625	86661883	-0.0311230140445265	-0.0254540515452404
1239	23725625	118693659	-0.0243596293475536	-0.0138590184346789
1239	23725625	131634760	-0.024393967997262	-0.0173381208066077
1239	23725625	49846579	-0.0065085969987413	-0.0026984838877956
1239	54761306	10339178	-0.0312090344029316	-0.0244978477596056
1239	131634760	208908	-0.0374412328470895	-0.0178516140255043
1239	135151360	36462	0.0532497475592073	0.0834698534832036
1239	86661883	208908	0.0162455524287782	0.0320422809414148
1239	24856436	104842	-0.034127775774779	0.0231576083081733
1239	72165232	3385	-0.0304465616741198	-0.0196799174924074
1239	72165232	24856436	0.0390694774968597	0.0947466104548271
1239	51001932	24866313	-0.0291901603294417	-0.0015085640497423
1239	208908	10127622	-0.0178864981106261	-0.0068015524558901
1239	11626560	10127622	-0.0568880861574211	-0.0483347585749847
1239	86661883	60749	-0.0481657806110682	-0.0301382171633232
1239	72165232	104842	-0.0606172445616183	-0.0169437284643804
1239	11626560	3062316	-0.0736029399022951	-0.0411346994309848
1239	49846579	208908	0.0018623208121976	0.0075310631656192
